category,model,name,title,image,price,description,properties
Ванная,Прованс,01210 дизайн - панели PANDA «Прованс» Панно,01210 дизайн - панели PANDA «Прованс» Панно,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/d2e/d2e21461abecc3388bda80528ef07473.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/8d0/8d0d5bee76c391c53915248999b7cff0.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b0a/b0a11cf8888e338ae373ea9612e4f52a.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b34/b34117ab4515c42c54b4fe5c363d98e0.png",1784,"&lt;p&gt;
 &lt;b&gt;Французский колорит.&lt;/b&gt; Цветочный узор в класссическом стиле создаст вокруг вас уютный и тихий уголок отдыха, где время течёт размеренно, а аромат цветов и трав Прованса подарит умиротворение и душевную гармонию.
&lt;/p&gt;
&lt;p&gt;
 &lt;strong&gt; Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.&lt;/strong&gt;
&lt;/p&gt;","Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 панелей|Объем упаковки---0, 077 куб.м|Вес упаковки---15,7 кг"
Ванная,Прованс,01220 дизайн - панели PANDA «Прованс»,01220 дизайн - панели PANDA «Прованс»,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a51/a518c1a07e9fdd140d8ecc5bd4ea508c.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/8d0/8d0d5bee76c391c53915248999b7cff0.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b0a/b0a11cf8888e338ae373ea9612e4f52a.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b34/b34117ab4515c42c54b4fe5c363d98e0.png",1784,"&lt;p&gt;
 &lt;b&gt;Французский колорит.&lt;/b&gt; Цветочный узор в класссическом стиле создаст вокруг вас уютный и тихий уголок отдыха, где время течёт размеренно, а аромат цветов и трав Прованса подарит умиротворение и душевную гармонию.
&lt;/p&gt;
&lt;p&gt;
 &lt;strong&gt; Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.&lt;/strong&gt;
&lt;/p&gt;","Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 панелей|Объем упаковки---0, 077 куб.м|Вес упаковки---15,7 кг"
Ванная,Прованс,01230 дизайн - панели PANDA «Прованс»,01230 дизайн - панели PANDA «Прованс»,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/9d2/9d2b4f498025ef205da55684137effa4.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/8d0/8d0d5bee76c391c53915248999b7cff0.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b0a/b0a11cf8888e338ae373ea9612e4f52a.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b34/b34117ab4515c42c54b4fe5c363d98e0.png",1784,"&lt;p&gt;
 &lt;b&gt;Французский колорит.&lt;/b&gt; Цветочный узор в класссическом стиле создаст вокруг вас уютный и тихий уголок отдыха, где время течёт размеренно, а аромат цветов и трав Прованса подарит умиротворение и душевную гармонию.
&lt;/p&gt;
&lt;p&gt;
 &lt;strong&gt; Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.&lt;/strong&gt;
&lt;/p&gt;","Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 панелей|Объем упаковки---0, 077 куб.м|Вес упаковки---15,7 кг"
Ванная,Прованс,01260 дизайн - панели PANDA «Прованс» Панно,01260 дизайн - панели PANDA «Прованс» Панно,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/3a4/3a458b83ce0e67ed1f76bea2cbc0c07c.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/8d0/8d0d5bee76c391c53915248999b7cff0.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b0a/b0a11cf8888e338ae373ea9612e4f52a.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b34/b34117ab4515c42c54b4fe5c363d98e0.png",1784,"&lt;p&gt;
 &lt;b&gt;Французский колорит.&lt;/b&gt; Цветочный узор в класссическом стиле создаст вокруг вас уютный и тихий уголок отдыха, где время течёт размеренно, а аромат цветов и трав Прованса подарит умиротворение и душевную гармонию.
&lt;/p&gt;
&lt;p&gt;
 &lt;strong&gt; Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.&lt;/strong&gt;
&lt;/p&gt;","Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 панелей|Объем упаковки---0, 077 куб.м|Вес упаковки---15,7 кг"
Ванная,Прованс,01270 дизайн - панели PANDA «Прованс» Панно,01270 дизайн - панели PANDA «Прованс» Панно,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b82/b82fca177f924375d69abc888b2d5c34.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/8d0/8d0d5bee76c391c53915248999b7cff0.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b0a/b0a11cf8888e338ae373ea9612e4f52a.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b34/b34117ab4515c42c54b4fe5c363d98e0.png",1784,"&lt;p&gt;
 &lt;b&gt;Французский колорит.&lt;/b&gt; Цветочный узор в класссическом стиле создаст вокруг вас уютный и тихий уголок отдыха, где время течёт размеренно, а аромат цветов и трав Прованса подарит умиротворение и душевную гармонию.
&lt;/p&gt;
&lt;p&gt;
 &lt;strong&gt; Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.&lt;/strong&gt;
&lt;/p&gt;","Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 панелей|Объем упаковки---0, 077 куб.м|Вес упаковки---15,7 кг"
